premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
The bookstore is east of the gym.	The bookstore is northwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is southeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is south of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is northeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is southwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is north of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is east of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the gym.	The bookstore is west of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the gym.	The bookstore is northwest of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is southeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the gym.	The bookstore is south of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the gym.	The bookstore is northeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the gym.	The bookstore is southwest of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is north of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is east of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is west of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is northwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is southeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is south of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is northeast of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is southwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is north of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is east of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is west of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is northwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is southeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is south of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is northeast of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is southwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is north of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is east of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is west of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is northwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is southeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is south of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is northeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is southwest of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is north of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the bar.	The bookstore is east of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is west of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is northwest of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is southeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is south of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is northeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the bar.	The bookstore is southwest of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is north of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is east of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is west of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is northwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is southeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is south of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is northeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is southwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is north of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is east of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is west of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is northwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is southeast of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is south of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is northeast of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is southwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is north of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is east of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is west of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is northwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is southeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is south of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is northeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is southwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is north of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is east of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is west of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is northwest of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is southeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is south of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the restaurant.	The bookstore is northeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the restaurant.	The bookstore is southwest of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is north of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is east of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is west of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is northwest of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is southeast of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is south of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is northeast of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is southwest of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is north of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is east of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is west of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is northwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is southeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is south of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is northeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is southwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is north of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is east of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is west of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is northwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is southeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is south of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is northeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is southwest of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is north of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is east of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is west of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is northwest of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is southeast of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is south of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the library.	The bookstore is northeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the library.	The bookstore is southwest of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is north of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is east of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is west of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is northwest of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southeast of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is south of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is northeast of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southwest of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is north of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is east of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is west of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is northwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is south of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is northeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southwest of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is north of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is east of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is west of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is northwest of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southeast of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is south of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is northeast of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southwest of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is north of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is east of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is west of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is east of the university.	The bookstore is northwest of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southeast of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is south of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is northeast of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is east of the university.	The bookstore is southwest of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is north of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is east of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is west of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is northwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is southeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is south of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is northeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is southwest of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is north of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is east of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is west of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is northwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is southeast of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is south of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is northeast of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is southwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is north of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is east of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is west of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is northwest of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is southeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is south of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is northeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is southwest of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is north of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is east of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is west of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is northwest of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is southeast of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the gym.	The bookstore is south of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is northeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the gym.	The bookstore is southwest of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is north of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the bar.	The bookstore is east of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is west of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is northwest of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the bar.	The bookstore is south of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the bar.	The bookstore is northeast of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southwest of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is north of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the bar.	The bookstore is east of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is west of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is northwest of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the bar.	The bookstore is south of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the bar.	The bookstore is northeast of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southwest of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is north of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the bar.	The bookstore is east of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is west of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is northwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is south of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is northeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is north of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is east of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is west of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is northwest of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is south of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is northeast of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the bar.	The bookstore is southwest of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is north of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is east of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is west of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is northwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is southeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is south of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is northeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is southwest of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is north of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is east of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is west of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is northwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is southeast of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is south of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is northeast of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is southwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is north of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is east of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is west of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is northwest of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is southeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is south of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is northeast of the library.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is southwest of the library.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is north of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is east of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is west of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is northwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is southeast of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the restaurant.	The bookstore is south of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is northeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the restaurant.	The bookstore is southwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is north of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is east of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is west of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is northwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is southeast of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is south of the bar.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is northeast of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is southwest of the bar.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is north of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is east of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is west of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is northwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is southeast of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is south of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is northeast of the university.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is southwest of the university.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is north of the gym.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is east of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is west of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is northwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is southeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is south of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is northeast of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is southwest of the gym.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is north of the restaurant.	neutral	orientation	cardinals_neutral	0	neutral	1
The bookstore is west of the library.	The bookstore is east of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is west of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
The bookstore is west of the library.	The bookstore is northwest of the restaurant.	neutral	orientation	cardinals_neutral	0	contradiction	0
